Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,benefitsReviewPreprocess,sideEffectsReviewPreprocess,commentsReviewPreprocess
553,doryx,9,Highly Effective,Mild Side Effects,adult acne,90% of new breakouts ceased after only 5 days.  I'm in about 9 days and my skin is fairly clear.  I'm very happy with the results.  My skin is not oily anymore either.  Also it cleared up my scalp problem that was pretty bad.,"Diaria every day, sometimes more than once per day.  General tiredness, I try to work out about 3 times per week.  But I still ran 2 miles about 5 days ago.  I will say that I sleep MUCH better since I started taking DORYX.  I don't wake up during the night at all because it makes me so tired.  I feel more mentally awake during the day, but my body is still tired.",I am looking forward to staying on this medication if this is all the side effects I have.  Please reseach the side effects carefully though before starting on this medication.,"['90', 'new', 'breakout', 'ceased', '5', 'day', '9', 'day', 'skin', 'fairly', 'clear', 'happy', 'result', 'skin', 'oily', 'anymore', 'either', 'also', 'cleared', 'scalp', 'problem', 'wa', 'pretty', 'bad']","['every', 'day', 'sometimes', 'per', 'day', 'general', 'tiredness', 'try', 'work', '3', 'time', 'per', 'week', 'still', 'ran', '2', '5', 'day', 'ago', 'say', 'sleep', 'much', 'better', 'since', 'started', 'taking', 'wake', 'night', 'make', 'tired', 'feel', 'mentally', 'awake', 'day', 'body', 'still', 'tired']","['looking', 'forward', 'staying', 'medication', 'side', 'effect', 'please', 'side', 'effect', 'carefully', 'though', 'starting', 'medication']"
2126,renova,4,Moderately Effective,Moderate Side Effects,wrinkles,Not sure at this point.,drier skin making wrinkles more prominent.,"Have used Retin-A, Tazarac for years off and on. As I've gotten older and menopausal, my skin is very dry. Was prescribed Renova and skin still very dry when I use it. I use CeraVe cleanser and CeraVe cream per derms recommendation even after using Renova but skin still very dry. I really want to continue using Retin-A and/or Renova and hope the dryness will improve.","['sure', 'point']","['drier', 'skin', 'making', 'wrinkle', 'prominent']","['used', 'retin', 'year', 'gotten', 'older', 'menopausal', 'skin', 'dry', 'wa', 'prescribed', 'renova', 'skin', 'still', 'dry', 'use', 'use', 'cleanser', 'cream', 'per', 'recommendation', 'even', 'using', 'renova', 'skin', 'still', 'dry', 'really', 'want', 'continue', 'using', 'retin', 'renova', 'hope', 'dryness', 'improve']"
1727,advair-hfa,9,Considerably Effective,No Side Effects,constant coughing due to mucous,"Mucous very diminished, therefore, coughing has almost disappeared.  Not sure whether my condition is a form of asthma, COPD, or what, but this medication has so far certainly made it much less bothersome.",No noticeable side effects so far.,"I use one puff first thing in the morning when I take my other medications, and one puff at bedtime.  After using, you are instructed to rinse your mouth well.","['mucous', 'diminished', 'therefore', 'coughing', 'ha', 'almost', 'disappeared', 'sure', 'whether', 'condition', 'form', 'asthma', 'medication', 'ha', 'far', 'certainly', 'made', 'much', 'le']","['noticeable', 'side', 'effect', 'far']","['use', 'one', 'puff', 'first', 'thing', 'morning', 'take', 'medication', 'one', 'puff', 'bedtime', 'using', 'instructed', 'rinse', 'mouth', 'well']"
1953,lyrica,10,Highly Effective,Mild Side Effects,fibromyalgia,"Lyrica has made a huge difference with my fibromyalgia pain. I have had fibromyalgia for 13 plus years and was excited about the FDA finally approving Lyrica for fibromyalgia patients.  I would recomend that anyone suffering from fibromyalgia try this medication, along with a healthy diet and exercise. Lyrica is not a cure, but I have improved probably 75% over this last year.","It took my body 3-4 weeks to get used to Lyrica.  It did make me feel a little different ""high"" would probably be the best way to describe it.  I have since adjusted and have had no further side effects.","Started with 50 mg 2x a day (morning and afternoon), then gradually built up to 150mg 2x a day.","['lyrica', 'ha', 'made', 'huge', 'difference', 'fibromyalgia', 'pain', 'fibromyalgia', '13', 'plus', 'year', 'wa', 'finally', 'lyrica', 'fibromyalgia', 'patient', 'would', 'anyone', 'suffering', 'fibromyalgia', 'try', 'medication', 'along', 'healthy', 'diet', 'exercise', 'lyrica', 'cure', 'improved', 'probably', '75', 'last', 'year']","['took', 'body', '3', '4', 'week', 'get', 'used', 'lyrica', 'make', 'feel', 'little', 'different', 'high', 'would', 'probably', 'best', 'way', 'describe', 'since', 'adjusted', 'side', 'effect']","['started', '50', 'mg', '2x', 'day', 'morning', 'afternoon', 'gradually', 'built', '150mg', '2x', 'day']"
2489,mirtazapine,6,Ineffective,Moderate Side Effects,anxiety/insomnia,"6hrs sleep per night. Vivid dreams. No other side effects exceptr morning anxity ++. Food tasted better at first, but this faded in a week. To sleep was good, but morning psychedelic effect no good. I sincerely doubt that the mirt would have been manageable without adjunctive benzodiazapine therapy and i wonder if the overall treatment out come would not have been better with benzo monotherapy as i presented with anxiety and insomnia and the M caused anxiety.",Morning anxiety ++,30mg daily oxazepam 30 prn x3 max,"['sleep', 'per', 'night', 'vivid', 'dream', 'side', 'effect', 'morning', 'food', 'better', 'first', 'faded', 'week', 'sleep', 'wa', 'good', 'morning', 'effect', 'good', 'doubt', 'would', 'manageable', 'without', 'therapy', 'wonder', 'overall', 'treatment', 'come', 'would', 'better', 'anxiety', 'insomnia', 'caused', 'anxiety']","['morning', 'anxiety']","['30mg', 'daily', '30', 'prn']"
2041,cozaar,8,Considerably Effective,Mild Side Effects,blood pressure,Did lower my blood pressure after about 3 weeks. Remained lower during remainder of course and after the treatment ended.,"No significant side-effects in my experience. Some mild diarrhea at the beginning of the course, nothing really after the first couple of days.",Once a day for three months to treat high blood pressure.,"['lower', 'blood', 'pressure', '3', 'week', 'remained', 'lower', 'course', 'treatment', 'ended']","['significant', 'side', 'effect', 'experience', 'mild', 'diarrhea', 'beginning', 'course', 'nothing', 'really', 'first', 'couple', 'day']","['day', 'three', 'month', 'treat', 'high', 'blood', 'pressure']"
722,accutane,5,Highly Effective,Severe Side Effects,cystic acne,"My oily skin vanished. The skin cleared up finally. the painful cysts went away for 4 yrs during each treatment. However they will come back (for me anyways) after 4 yrs with stress, mentral cycle, I get them on my jaw line even if i just hold a alcohol swabbed cell phone...Its from mechanical pressure. They last forever and scar me! So the benefits were great but so are the side effects...","DRY everything! LIPS & EYEs! intolerance to contacts! Hair LOSS! Spinal cord spasming and tightening from loss of joint fluid!!! Very difficult to lay down, must do it very slowly or spasms occur. Must take stool softeners to avoid a regular bowel movement or else trauma to rectum can occur with bleeding (usually mild) and possible hemroids. Sun light sensitivity. Major migraines due to increase pressure from synthetic vit A on the brain. Its much worse if you are prone to migraines. Monthly blood test due to toxicity of medication on liver and kidneys. must be on birth control at all times. Long term problems are still persisting...Good luck people... so the risks are crazy but this stuff works if you truly have severe all else fails cystic acne..BUT results may not last...I had to go through this again at 23! Also this stuff will put you in the poor house if not insured! Meds 7 blood work is a big expense! Hope this helps...","Like I stated:

Get ready for monthly blood work!To ensure damage to body isn't occurring 

NO Pregancies!!!

Birth Control at all times!!!! use double protection! 

Stool softener 

Lip balm

eye drops","['oily', 'skin', 'vanished', 'skin', 'cleared', 'finally', 'painful', 'cyst', 'went', 'away', '4', 'yr', 'treatment', 'however', 'come', 'back', '4', 'yr', 'stress', 'cycle', 'get', 'jaw', 'line', 'even', 'hold', 'alcohol', 'cell', 'pressure', 'last', 'forever', 'scar', 'benefit', 'great', 'side', 'effect']","['dry', 'everything', 'lip', 'eye', 'intolerance', 'contact', 'hair', 'loss', 'tightening', 'loss', 'joint', 'fluid', 'difficult', 'lay', 'must', 'slowly', 'spasm', 'occur', 'must', 'take', 'stool', 'avoid', 'regular', 'bowel', 'movement', 'else', 'trauma', 'occur', 'bleeding', 'usually', 'mild', 'possible', 'sun', 'light', 'sensitivity', 'major', 'migraine', 'due', 'increase', 'pressure', 'brain', 'much', 'worse', 'prone', 'migraine', 'monthly', 'blood', 'test', 'due', 'medication', 'liver', 'kidney', 'must', 'birth', 'control', 'time', 'long', 'term', 'problem', 'still', 'good', 'people', 'risk', 'crazy', 'stuff', 'work', 'truly', 'severe', 'else', 'acne', 'result', 'may', 'last', 'go', 'also', 'stuff', 'put', 'house', 'med', '7', 'blood', 'work', 'big', 'hope', 'help']","['like', 'stated', 'get', 'ready', 'monthly', 'blood', 'work', 'ensure', 'damage', 'body', 'birth', 'control', 'time', 'use', 'double', 'lip', 'eye', 'drop']"
2600,ortho-tri-cyclen-lo,8,Highly Effective,Mild Side Effects,birth control,"by taking as prescribed, the drug prevents pregnancy, regulates period, helps reduce acne.",slight weight gain,"Upon having irregular periods, my doctor prescribed the pill to regulate them.  Upon taking the pill for a month, I found that my periods did become regular.  In addition, the pill has so far prevented unwanted pregnancy.  The only side affects I found were slight weight gain.  However, this is easy to overcome with excercize.  Therefore, I feel the benefits outweigh the side-effects of taking this medication.","['taking', 'prescribed', 'drug', 'prevents', 'pregnancy', 'period', 'help', 'reduce', 'acne']","['slight', 'weight', 'gain']","['upon', 'irregular', 'period', 'doctor', 'prescribed', 'pill', 'regulate', 'upon', 'taking', 'pill', 'month', 'found', 'period', 'become', 'regular', 'addition', 'pill', 'ha', 'far', 'prevented', 'pregnancy', 'side', 'affect', 'found', 'slight', 'weight', 'gain', 'however', 'easy', 'overcome', 'therefore', 'feel', 'benefit', 'outweigh', 'side', 'effect', 'taking', 'medication']"
140,valtrex,10,Highly Effective,Mild Side Effects,coldsores,I always have at least three cold sores either inside my mouth or on my lips. I started this medicine while I had a cold sore with the help of the medicine and the Abreva the pain was decreased and it went away a lot faster.,"The first time I took this medicine was during the day and I had to run errands and I was very dizzy and I kept having dry heaves, so I had decided to take it at night and I was still up last night with nausea.","Once a day, everyday for the next four months to see how well it works.","['always', 'least', 'three', 'cold', 'sore', 'either', 'inside', 'mouth', 'lip', 'started', 'medicine', 'cold', 'sore', 'help', 'medicine', 'pain', 'wa', 'decreased', 'went', 'away', 'lot', 'faster']","['first', 'time', 'took', 'medicine', 'wa', 'day', 'run', 'wa', 'dizzy', 'kept', 'dry', 'decided', 'take', 'night', 'wa', 'still', 'last', 'night', 'nausea']","['day', 'everyday', 'next', 'four', 'month', 'see', 'well', 'work']"
1891,doxycycline,8,Considerably Effective,No Side Effects,rosacea,less redness in the face,none known,"I also wash with sulfa cream now and see a dermatologist yearly.  I did not know that I had rosacea early in life, though I really blushed easily.  I did too much sun tanning as a child and young adult resulting in many burns (mostly mild)  Now I would like to find help for new age spots and large pores and collagen building.  Thanks!","['le', 'redness', 'face']","['none', 'known']","['also', 'wash', 'cream', 'see', 'dermatologist', 'know', 'rosacea', 'early', 'life', 'though', 'really', 'easily', 'much', 'sun', 'child', 'young', 'adult', 'resulting', 'many', 'burn', 'mostly', 'mild', 'would', 'like', 'find', 'help', 'new', 'age', 'spot', 'large', 'pore', 'thanks']"
1103,effexor,9,Highly Effective,Moderate Side Effects,depression/ cfs,"lifted mood from severely depressed to being able to live normally,still taking 75mg and pobably will be for forseeable future.happy to do that tho some of the side effects are not desirable it would be worse without it.helped with concentration and ablility to function.Also with confidence","weight gain is the worst,also sweating and lack of temperature control.if accidently miss one suffer with ""electric shocks"" within a very short space of time especially whilst taking the higher doses.nightmares for the first few weeks and when upping the dosage.","started on normal effexor 150mg ,after taking others with no real effects.was not really happy as made me feel odd for couple of hours of taking so gp changed to modified release which found much better.Had to up the dose to 325mg before saw significant improvement but now on way down again and at 75 mg modified release once a day","['lifted', 'mood', 'severely', 'depressed', 'able', 'live', 'normally', 'still', 'taking', '75mg', 'future', 'happy', 'though', 'side', 'effect', 'would', 'worse', 'without', 'helped', 'concentration', 'function', 'also', 'confidence']","['weight', 'gain', 'worst', 'also', 'sweating', 'lack', 'temperature', 'control', 'miss', 'one', 'suffer', 'electric', 'shock', 'within', 'short', 'time', 'especially', 'whilst', 'taking', 'higher', 'dos', 'nightmare', 'first', 'week', 'dosage']","['started', 'normal', 'effexor', '150mg', 'taking', 'others', 'real', 'effect', 'wa', 'really', 'happy', 'made', 'feel', 'odd', 'couple', 'hour', 'taking', 'gp', 'changed', 'modified', 'release', 'found', 'much', 'better', 'dose', 'saw', 'significant', 'improvement', 'way', '75', 'mg', 'modified', 'release', 'day']"
1035,vyvanse,9,Highly Effective,Mild Side Effects,add,"Lasted all day long, could put it in a drink,","insomnia, and irritability","Compared to other ADD meds I tried, Vyvanse seemed to be the only one that didn't interact with the Prozac. Also, I think finding the right dose had a lot to do with that.  Because I could easily split the pills I was able to take a larger dose in the morning and a lesser mid-morning and not have a big drop at the end of the day.","['lasted', 'day', 'long', 'could', 'put', 'drink']","['insomnia', 'irritability']","['compared', 'add', 'med', 'tried', 'vyvanse', 'seemed', 'one', 'prozac', 'also', 'think', 'finding', 'right', 'dose', 'lot', 'could', 'easily', 'split', 'pill', 'wa', 'able', 'take', 'larger', 'dose', 'morning', 'mid', 'morning', 'big', 'drop', 'end', 'day']"
3873,levoxyl,10,Considerably Effective,No Side Effects,thyroid,calm.  The reason that I went to the doctor was my son at 19 just reached full blown schizophrenia.  I was trying to find out his drastic change in behavior for about 4 years taking him to different doctors.  I drug tested him-none- alcohol-none.  My son was not the son I had raised. Started psychiatry doctors and diagnosed  with chronic paranoid schizophrenia.  Medication was prescribed.,"My son and family were working on the daily struggle with  him and medication.  Everyone was struggling.

I was out of control.",3- 20mg tablets a day.  Taking the prozac helped me get myself back together and get on with my life.  The medication  I have taken for little more than ten years.  My family is strong and we are together making good.  Very slow but all going in the right direction.  My choice of going for help was needed.  The family is working on their own challenges.,"['calm', 'reason', 'went', 'doctor', 'wa', 'son', '19', 'full', 'blown', 'wa', 'trying', 'find', 'drastic', 'change', 'behavior', '4', 'year', 'taking', 'different', 'doctor', 'drug', 'tested', 'none', 'alcohol', 'none', 'son', 'wa', 'son', 'raised', 'started', 'doctor', 'diagnosed', 'chronic', 'medication', 'wa', 'prescribed']","['family', 'working', 'daily', 'medication', 'everyone', 'wa', 'wa', 'control']","['3', '20mg', 'tablet', 'day', 'taking', 'prozac', 'helped', 'get', 'back', 'together', 'get', 'life', 'medication', 'taken', 'little', 'ten', 'year', 'family', 'strong', 'together', 'making', 'good', 'slow', 'going', 'right', 'direction', 'choice', 'going', 'help', 'wa', 'needed', 'family', 'working']"
585,acyclovir,7,Highly Effective,No Side Effects,shingles,The acyclovir was highly effective even though taken late - ie a week or more after I first got shingles.  It was still spreading 7-10 days later but once I starteed taking this medicine it did clear up.  I was also relieved that I had very little lasting nerve pain afterwards,None except for exhaustino from disrupted sleep pattern due to needing to take the medication every 4-5 hours,"as above - I was prescribed this medication for severe shingles, which went from my calf up to my lower back on my left side.  They covered the left lower side of my body extensively.  Treatment occured late due to many doctor's reluctance to treat me whilst i was breastfeeding.  However treatment became essential and I was prescribed them about 7 or maybe more days after first going to the doctor.  This treatment did work with no bad effects on myself or my baby through the breastmilk","['acyclovir', 'wa', 'highly', 'effective', 'even', 'though', 'taken', 'late', 'ie', 'week', 'first', 'got', 'shingle', 'wa', 'still', '7', '10', 'day', 'later', 'taking', 'medicine', 'clear', 'wa', 'also', 'relieved', 'little', 'lasting', 'nerve', 'pain', 'afterwards']","['none', 'except', 'disrupted', 'sleep', 'pattern', 'due', 'needing', 'take', 'medication', 'every', '4', '5', 'hour']","['wa', 'prescribed', 'medication', 'severe', 'went', 'lower', 'back', 'left', 'side', 'covered', 'left', 'lower', 'side', 'body', 'treatment', 'occured', 'late', 'due', 'many', 'doctor', 'treat', 'whilst', 'wa', 'however', 'treatment', 'became', 'essential', 'wa', 'prescribed', '7', 'maybe', 'day', 'first', 'going', 'doctor', 'treatment', 'work', 'bad', 'effect', 'baby']"
1852,augmentin,5,Considerably Effective,Severe Side Effects,cat bite infection,The infection cleared,"Loss of appetite, heartburn, nausea,light headed feeling, gas, bloating,did not sleep well, 2 episodes of extreme dizziness  (side-effects were most extreme at mid-point - 5 days.  About 7-10 after completion I developed a vaginal yeast infection, which was cleared with over the counter medication.","The cat bite on my foot was very swollen and painful.  I was hospitalized for 4 days, during which time antibiotics were administered intravenously every 6 hours.  When I was discharged from the hospital I felt fine, without any of the symptoms described above.   When I started taking the Augmentin there were very few side-effects - they became very noticeable after the 5th or 6th day.  By the end of the treatment, the dizziness had subsided as did the light headed feeling, but the intestinal discomfort remained until 3 or 4 days after.","['infection', 'cleared']","['loss', 'appetite', 'heartburn', 'nausea', 'light', 'headed', 'feeling', 'gas', 'bloating', 'sleep', 'well', '2', 'episode', 'extreme', 'dizziness', 'side', 'effect', 'extreme', 'mid', 'point', '5', 'day', '7', '10', 'developed', 'vaginal', 'yeast', 'infection', 'wa', 'cleared', 'counter', 'medication']","['cat', 'bite', 'foot', 'wa', 'swollen', 'painful', 'wa', 'hospitalized', '4', 'day', 'time', 'antibiotic', 'administered', 'intravenously', 'every', '6', 'hour', 'wa', 'discharged', 'hospital', 'felt', 'fine', 'without', 'symptom', 'described', 'started', 'taking', 'augmentin', 'side', 'effect', 'became', 'noticeable', '5th', '6th', 'day', 'end', 'treatment', 'dizziness', 'subsided', 'light', 'headed', 'feeling', 'intestinal', 'discomfort', 'remained', '3', '4', 'day']"
4107,chantix,10,Highly Effective,Moderate Side Effects,smoking cessation,I was able to quit smoking after 7 days without major withdrawals.,I experienced vivid dreams.,"I tried on numerous occasions to stop smoking but was unable to remain smoke free.  I read about Chantix in a magazine and set an appointment with my doctor to see about getting a perscription.  I began my therapy, set a quit date for one week later.  I followed the instructions and noticed at approximately day three, that my cravings had eased somewhat.  In the days that followed, the payoff I usually recieved from the nicotine no longer had the same effect.  This was somewhat annoying to me, however I continued with the medication until I finally quit smoking.  I have been smoke free for over 6 months off the medication.  Chantix is one of the most effective medications I have ever used.  It really worked for me.","['wa', 'able', 'quit', 'smoking', '7', 'day', 'without', 'major', 'withdrawal']","['experienced', 'vivid', 'dream']","['tried', 'numerous', 'occasion', 'stop', 'smoking', 'wa', 'unable', 'remain', 'smoke', 'free', 'read', 'chantix', 'set', 'appointment', 'doctor', 'see', 'getting', 'perscription', 'began', 'therapy', 'set', 'quit', 'date', 'one', 'week', 'later', 'followed', 'instruction', 'noticed', 'approximately', 'day', 'three', 'craving', 'somewhat', 'day', 'followed', 'usually', 'recieved', 'nicotine', 'longer', 'effect', 'wa', 'somewhat', 'annoying', 'however', 'continued', 'medication', 'finally', 'quit', 'smoking', 'smoke', 'free', '6', 'month', 'medication', 'chantix', 'one', 'effective', 'medication', 'ever', 'used', 'really', 'worked']"
934,levaquin,8,Highly Effective,Mild Side Effects,sinus infections,"The sinus infections start lightening up within one day, the pressure disappeared within two days If the antibiotics were not prescribed in a timely matter, the infection would have lasted for month. I would have lost all sense of smell and taste for a very long period of time.","The antibiotics created a sense of nausea throughout the day,In addition I have to take my pro biotics in order to prevent the common yeast infections that come with the antibiotics","My sinus infections would be very intense within 1 day, the medication relieved the severe pressure within one day and cleared the infection.","['sinus', 'infection', 'start', 'lightening', 'within', 'one', 'day', 'pressure', 'disappeared', 'within', 'two', 'day', 'antibiotic', 'prescribed', 'matter', 'infection', 'would', 'lasted', 'month', 'would', 'lost', 'sense', 'smell', 'taste', 'long', 'period', 'time']","['antibiotic', 'sense', 'nausea', 'throughout', 'day', 'addition', 'take', 'pro', 'order', 'prevent', 'common', 'yeast', 'infection', 'come', 'antibiotic']","['sinus', 'infection', 'would', 'intense', 'within', '1', 'day', 'medication', 'relieved', 'severe', 'pressure', 'within', 'one', 'day', 'cleared', 'infection']"
3002,cipro,8,Highly Effective,Moderate Side Effects,pneumonia,"By the 5th day, I was feeling much better.",I am female. Taking this drug caused me to get a yeast infection.,2 times a day for 10 days.,"['day', 'wa', 'feeling', 'much', 'better']","['female', 'taking', 'drug', 'caused', 'get', 'yeast', 'infection']","['2', 'time', 'day', '10', 'day']"
3180,desyrel,10,Highly Effective,Moderate Side Effects,fibromyalgia,The medication took all my simptoms away completely!,"dry mouth. Lucid,vivid dreams. I cut the pill in fourths. A fourth of the pill still helped me sleep but, the wild dreams stopped.","Before taking this medication I was in constant pain. Every muscle in my body hurt. Legs, Back, arms. All my joints felt like they were being nawed away and had burning pain in ever muscle. I had a Migraine ever minute of every day. I was constantly exsausted. After taking it for one week, I felt like a new person. For me this was a miracle drug. I stopped taking it after a month and was pain free.  

Since then, When ever my Fibromyalgia flares up... I take it for a week or more and it puts me back on a deep sleep pattern. I don't have to take it all the time. Just when I need it.","['medication', 'took', 'away', 'completely']","['dry', 'mouth', 'vivid', 'dream', 'cut', 'pill', 'fourth', 'fourth', 'pill', 'still', 'helped', 'sleep', 'dream', 'stopped']","['taking', 'medication', 'wa', 'constant', 'pain', 'every', 'muscle', 'body', 'hurt', 'leg', 'back', 'arm', 'joint', 'felt', 'like', 'away', 'burning', 'pain', 'ever', 'muscle', 'migraine', 'ever', 'minute', 'every', 'day', 'wa', 'constantly', 'taking', 'one', 'week', 'felt', 'like', 'new', 'person', 'wa', 'miracle', 'drug', 'stopped', 'taking', 'month', 'wa', 'pain', 'free', 'since', 'ever', 'fibromyalgia', 'flare', 'take', 'week', 'put', 'back', 'deep', 'sleep', 'pattern', 'take', 'time', 'need']"
1639,oxycodone-and-acetaminophen,7,Moderately Effective,Moderate Side Effects,neck and back pain,"IT WORKED FOR RELIEVING SOME OF MY NECK AND BACK PAIN.  PLEASE NOTE, MY CAUSE OF PAIN WAS DUE TO SURGERY PAIN AND NOT YOUR NORMAL KIND OF BACK PAIN.  I MUST SAY THAT IT JUST KIND OF TOOK THE EDGE OFF OF THE SEVERE PAIN I WAS FEELING.

AS TIME WENT ON I BEGAN TO HEAL AND FEEL MUCH BETTER AND NOW IT TENDS TO WORK MUCH BETTER.","SOMETIMES TROUBLE BREATHING AND TROUBLE URINATING.  ALSO, FELT DROWSY DURING THE DAY.  THE BREATHING AND THE URINATING PROBLEMS STOPPED AFTER ABOUT A WEEK ON THIS MEDICATION.  AS FOR THE DROWSY FEELING, I STILL EXPERIENCE THAT AND TRY NOT TO DRIVE WHILE ON THIS MEDICATION.  I EXPERIENCE NO OTHER SIDE EFFECT EVEN THOUGH I AM STILL TAKING THE MEDICATION.","DUE TO A SLIP AND FALL ACCIDENT, I NEEDED TO GET BACK SURGERY FOR MY CONDITION.

THE TYPE OF SURGERY I HAD WAS CALLED ANTERIOR CERVICAL DISKECTOMY AND FUSION FOR CERVICAL DISC DISPLACEMENT.  THE DOCTOR PRESCRIBED OXYCODONE ALONG WITH NAPROXEN.  I RARELY TOOK THE NAPROXEN BUT TOOK THE OXYCODONE FOUR TIMES A DAY FOR TWO MONTHS.  AT THIS TIME, I STILL TAKE THE MEDICATION ONLY WHEN I FEEL I NEED IT - APPROXIMATELY ONCE OR TWICE A DAY.","['worked', 'relieving', 'neck', 'back', 'pain', 'please', 'note', 'pain', 'wa', 'due', 'surgery', 'pain', 'normal', 'kind', 'back', 'pain', 'must', 'say', 'kind', 'took', 'edge', 'severe', 'pain', 'wa', 'feeling', 'time', 'went', 'began', 'heal', 'feel', 'much', 'better', 'tends', 'work', 'much', 'better']","['sometimes', 'trouble', 'breathing', 'trouble', 'urinating', 'also', 'felt', 'drowsy', 'day', 'breathing', 'urinating', 'problem', 'stopped', 'week', 'medication', 'drowsy', 'feeling', 'still', 'experience', 'try', 'drive', 'medication', 'experience', 'side', 'effect', 'even', 'though', 'still', 'taking', 'medication']","['due', 'fall', 'accident', 'needed', 'get', 'back', 'surgery', 'condition', 'type', 'surgery', 'wa', 'called', 'cervical', 'cervical', 'disc', 'doctor', 'prescribed', 'oxycodone', 'along', 'naproxen', 'rarely', 'took', 'naproxen', 'took', 'oxycodone', 'four', 'time', 'day', 'two', 'month', 'time', 'still', 'take', 'medication', 'feel', 'need', 'approximately', 'twice', 'day']"
102,celebrex,7,Moderately Effective,No Side Effects,anti-inflammatory/pain,anti-inflammatory and pain reduction claims.  I didn't notice much difference in the pain but the inflammation went down after a few weeks (not while taking the medication).,Slight dizziness- however I am extremely sensitive to medications.  I am unable to take any narcotics or strong medications because it makes me nauseous,Take the medication every several hours as prescribed for 3 days.  I didn't think this medication did anything.,"['anti', 'inflammatory', 'pain', 'reduction', 'claim', 'notice', 'much', 'difference', 'pain', 'inflammation', 'went', 'week', 'taking', 'medication']","['slight', 'dizziness', 'however', 'extremely', 'sensitive', 'medication', 'unable', 'take', 'strong', 'medication', 'make', 'nauseous']","['take', 'medication', 'every', 'several', 'hour', 'prescribed', '3', 'day', 'think', 'medication', 'anything']"
1877,doxycycline,6,Moderately Effective,Moderate Side Effects,infected throat and lung,"The drug relieved the sore throat and lungs, albeit within two or three days.  I continued to have coughing fits only at night.","The side effects were moderate, however the medication should not be taken prior to going to bed.  I had an irritated esophagus and horrible indigestion for a full day and a half because the medication did not dissolve correctly as I had lied down.","The doctor prescribed doxycycline to me to eradicate my infected throat and lungs.  The treatment was intended for 7 days at 100mg a pill and the instructions were to take 2 pills a day, however, following the side effects, I took one pill a day until.","['drug', 'relieved', 'sore', 'throat', 'lung', 'within', 'two', 'three', 'day', 'continued', 'coughing', 'fit', 'night']","['side', 'effect', 'moderate', 'however', 'medication', 'taken', 'prior', 'going', 'bed', 'irritated', 'esophagus', 'horrible', 'indigestion', 'full', 'day', 'half', 'medication']","['doctor', 'prescribed', 'doxycycline', 'infected', 'throat', 'lung', 'treatment', 'wa', 'intended', '7', 'day', '100mg', 'pill', 'instruction', 'take', '2', 'pill', 'day', 'however', 'following', 'side', 'effect', 'took', 'one', 'pill', 'day']"
2417,synthroid,10,Highly Effective,No Side Effects,hashimoto's hypothyroidism,"Hypothyroidism treatment -- restores proper thyroxine levels in body, not produced by my damaged thyroid gland. Without the medication, I would have not developed properly, and today I would suffer dramatic effects on energy levels, puffiness, cholesterol plaqueing and worse. Asthma and allergy treatment -- Ability to exercise without wheezing, ability to work outside among natural allergens, ability to clean around dust indoors,",,Take as needed,"['hypothyroidism', 'treatment', 'proper', 'level', 'body', 'produced', 'thyroid', 'gland', 'without', 'medication', 'would', 'developed', 'properly', 'today', 'would', 'suffer', 'dramatic', 'effect', 'energy', 'level', 'cholesterol', 'worse', 'asthma', 'allergy', 'treatment', 'ability', 'exercise', 'without', 'ability', 'work', 'outside', 'natural', 'ability', 'clean', 'around']",['nan'],"['take', 'needed']"
1895,doxycycline,8,Considerably Effective,Moderate Side Effects,acne and perioral dermatitis,"The perioral dermatitis cleared up within the first week. I had been suffering with it for several months.

My acne cleared up significantly, but I still had the occasional lesion.","I had almost a continuous yeast infection, despite taking probiotics.

I also had some nausea and dizziness.",I was prescribed doxycycline for three months and then put on a stronger antibiotic because the acne was not completely gone.,"['dermatitis', 'cleared', 'within', 'first', 'week', 'suffering', 'several', 'month', 'acne', 'cleared', 'significantly', 'still', 'occasional', 'lesion']","['almost', 'continuous', 'yeast', 'infection', 'despite', 'taking', 'also', 'nausea', 'dizziness']","['wa', 'prescribed', 'doxycycline', 'three', 'month', 'put', 'stronger', 'antibiotic', 'acne', 'wa', 'completely', 'gone']"
3406,proscar,7,Considerably Effective,Moderate Side Effects,hairloss,good hair growth,"Generic propecia can cause some side effects, the side effects were temporary only. Skin rashes and sexual dificulties","Prominent hair growth front of the mid-scalp area. I got from International Drug Mart, an online pharmacy. There are some medications which when combined taking with propecia will increase the side effects of the drug. to know the list of drugs that increase the intensity of the side effects you can look at http://www.internationaldrugmart.com/propecia.html","['good', 'hair', 'growth']","['generic', 'propecia', 'cause', 'side', 'effect', 'side', 'effect', 'temporary', 'skin', 'rash', 'sexual']","['hair', 'growth', 'front', 'mid', 'scalp', 'area', 'got', 'drug', 'online', 'pharmacy', 'medication', 'combined', 'taking', 'propecia', 'increase', 'side', 'effect', 'drug', 'know', 'list', 'drug', 'increase', 'intensity', 'side', 'effect', 'look', 'http']"
3560,differin,9,Considerably Effective,No Side Effects,acne,fewer breakouts (due to both Adapalene and Metrogel) and quicker healing time attributed to Adapalene.,some minor burning that disappeared in a few days.,Used at bed time daily.,"['fewer', 'breakout', 'due', 'metrogel', 'quicker', 'healing', 'time']","['minor', 'burning', 'disappeared', 'day']","['used', 'bed', 'time', 'daily']"
